,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
21375040,2014-05-02 05:23:13,11,3,205,312,10553,1284.8062,800375,0,1,9,2014-05-21,2014-05-23,1,0,1,8267,1,0,8,2,50,675,70
27172633,2013-04-25 17:55:13,2,3,66,337,54419,73.1992,350606,0,0,9,2013-05-16,2013-05-22,1,0,1,25800,6,0,1,2,50,696,97
28109377,2013-09-30 18:55:31,2,3,66,174,26361,1865.5043,507114,0,0,9,2013-11-26,2013-11-29,3,0,1,12189,6,0,1,2,50,637,18
15871609,2013-08-01 22:39:25,2,3,66,174,31320,7520.2235,176278,0,0,9,2013-09-19,2013-09-25,2,0,1,28140,4,0,1,0,63,1258,46
36511308,2014-07-22 19:11:28,11,3,205,354,25315,7106.0143,629799,0,0,0,2014-11-19,2014-11-27,2,0,1,8818,1,0,3,3,99,88,20
15256573,2014-10-15 06:43:12,2,3,66,337,9869,,950677,0,0,3,2015-02-24,2015-03-01,2,0,1,8791,1,0,2,4,8,110,66
15188684,2014-12-21 08:12:28,34,3,205,354,52284,40.6773,766193,0,0,9,2015-01-10,2015-01-11,1,0,3,14875,1,0,1,2,198,750,19
34317539,2013-03-09 17:21:23,2,3,66,174,32001,212.3582,889471,0,0,9,2013-08-02,2013-08-04,2,2,1,24289,6,0,1,2,50,361,41
27659230,2014-04-07 21:07:10,2,3,66,348,2884,1101.756,494277,0,0,9,2014-04-10,2014-04-11,1,0,1,8260,1,0,2,2,50,701,97
12012661,2014-12-22 08:41:59,2,3,66,363,34226,36.9798,498704,1,0,0,2014-12-31,2015-01-01,2,0,1,11988,1,0,1,2,50,422,77
7772947,2014-01-06 17:41:19,8,4,77,462,3492,8297.3306,1167831,0,0,0,2014-08-21,2014-08-25,2,0,1,8746,1,0,1,6,105,29,95
25565543,2014-07-03 11:19:19,35,2,70,47,14566,,352486,1,0,2,2014-08-06,2014-08-08,2,0,1,8445,6,0,2,3,171,61,55
22753265,2013-06-01 13:59:41,2,3,179,13,38437,,899276,1,0,9,2013-07-06,2013-07-12,2,1,1,42630,3,0,1,2,50,637,95
33886981,2014-06-24 07:38:56,2,3,235,13,53632,,642554,0,0,1,2014-07-28,2014-08-02,2,0,1,15569,3,0,1,6,105,1865,20
29059943,2014-06-25 11:58:04,2,3,66,448,24848,321.3027,622345,0,0,9,2014-06-28,2014-07-01,1,0,1,27257,6,0,3,2,50,1339,42
14044040,2014-03-07 10:56:03,2,3,66,174,18354,2813.63,1104411,0,0,9,2014-03-27,2014-03-28,2,0,1,22943,1,0,1,4,131,167,43
19243935,2014-12-12 08:13:29,2,3,66,311,48147,2580.9271,498227,0,0,9,2014-12-20,2014-12-22,2,0,1,8278,1,0,1,2,50,368,0
15041874,2014-02-27 07:51:00,2,3,66,220,4948,2103.5362,365095,0,1,9,2014-04-15,2014-04-20,2,2,2,8033,1,0,1,2,50,652,41
3186621,2014-01-16 22:59:49,2,3,66,346,21180,5763.2459,1064074,0,0,9,2014-04-20,2014-04-22,2,0,1,8744,1,0,1,3,106,108,29
10096076,2014-02-19 16:47:01,25,2,23,48,4924,,424526,0,0,9,2014-04-01,2014-04-04,2,1,1,8250,1,0,3,2,50,628,1
2392298,2013-06-20 19:06:51,2,3,66,226,50659,747.3288,122090,0,0,1,2013-08-04,2013-08-06,2,0,1,11373,1,0,1,4,128,1400,21
34519244,2014-06-16 14:04:42,2,3,55,407,51271,,366946,1,0,9,2014-06-17,2014-06-18,2,0,2,8817,1,1,1,6,77,132,99
17189132,2014-10-04 23:56:29,13,1,46,347,6258,,1171020,0,1,9,2014-12-21,2014-12-27,3,0,2,8267,1,0,1,2,50,675,98
28874380,2014-04-09 14:59:54,11,3,205,155,31254,1886.1319,141370,0,0,5,2014-08-09,2014-08-13,2,0,1,8265,1,0,1,2,50,647,13
32133633,2013-05-01 12:26:33,2,3,66,356,33695,753.9855,202307,0,1,9,2013-05-31,2013-06-06,2,0,1,12206,6,0,7,2,50,628,1
24773883,2014-09-21 14:10:55,2,3,66,174,18059,573.9692,56599,0,0,0,2014-09-25,2014-09-29,2,0,1,293,1,0,1,2,50,1631,39
4590170,2014-01-15 22:16:15,8,4,77,871,36643,2791.7038,1065716,0,0,5,2014-03-04,2014-03-14,2,2,1,31483,4,0,1,3,5,1701,85
735706,2014-03-14 18:50:39,8,4,77,824,42519,2845.8148,54528,0,1,9,2014-05-09,2014-05-19,1,0,1,59819,6,0,1,3,5,1701,12
1364076,2013-11-04 14:45:44,2,3,66,356,4751,814.6313,793432,1,1,9,2013-12-28,2013-12-31,2,1,1,8254,1,0,1,2,50,365,16
19085500,2014-08-03 17:10:57,11,3,130,759,28771,,65434,0,0,9,2014-08-09,2014-08-11,4,1,2,23097,1,0,1,4,148,1957,60
2470979,2014-06-19 20:27:40,2,3,66,442,49384,133.6488,330124,0,1,9,2014-06-20,2014-06-22,2,3,1,8218,1,0,1,2,50,743,6
6089098,2014-05-08 17:59:03,2,3,66,348,48862,2453.8388,156099,0,0,9,2014-05-27,2014-06-02,1,0,1,12218,6,0,1,2,50,365,83
13263888,2014-11-13 13:21:26,2,3,66,226,42300,426.4463,1104055,1,0,0,2014-11-13,2014-11-14,2,0,1,8266,1,1,1,2,50,411,97
28430013,2014-01-11 08:37:06,2,3,66,331,35233,3604.8793,160936,0,0,5,2014-06-13,2014-06-14,2,0,1,22169,6,0,2,6,31,155,59
27232535,2014-10-01 12:04:05,11,3,205,135,27655,0.4753,505358,0,0,0,2014-11-29,2014-11-30,2,0,1,25977,6,0,1,2,198,374,4
18705342,2014-08-16 10:05:06,2,3,66,318,44263,,253815,0,1,9,2015-06-23,2015-06-30,2,0,1,22930,1,0,1,4,45,2076,61
36036126,2014-08-14 01:33:47,2,3,66,174,42837,27.5238,29011,0,0,0,2014-08-16,2014-08-17,2,0,1,8254,1,0,1,2,50,365,39
11427945,2013-02-09 13:58:08,2,3,66,442,19160,,754698,0,0,9,2013-02-12,2013-02-13,1,0,1,25967,6,0,2,6,70,134,18
8044428,2014-10-31 12:36:31,37,1,69,1008,13500,,729801,0,0,4,2015-09-17,2015-09-27,2,0,1,8250,1,0,1,2,50,628,79
12069732,2014-12-07 17:49:40,2,3,30,11,38079,,704358,1,0,9,2014-12-07,2014-12-08,2,0,1,22930,1,0,1,4,45,2076,82
19429280,2014-07-09 16:37:41,2,3,66,258,4687,1859.5857,1013982,0,0,0,2014-07-22,2014-07-23,6,0,1,12267,6,0,1,2,50,1230,33
5203360,2014-06-14 15:48:02,2,3,66,331,20516,195.1798,236474,0,0,2,2014-06-19,2014-06-22,1,3,1,26513,6,0,2,2,50,861,16
949835,2013-04-08 09:56:10,2,3,66,174,52276,1858.4434,735472,0,0,9,2013-04-16,2013-04-18,1,0,1,8230,1,1,1,2,50,637,95
29990506,2013-07-10 17:58:07,2,3,66,348,53377,1179.1143,586805,0,1,9,2013-07-19,2013-07-22,2,0,1,12228,6,0,1,2,50,411,10
21732878,2014-10-27 23:02:06,18,2,119,0,27731,,826933,0,1,9,2015-02-02,2015-02-04,2,0,1,8744,1,0,1,3,106,108,16
34248002,2014-07-10 09:24:11,2,3,215,646,51733,628.2312,647913,0,0,9,2014-07-18,2014-07-20,3,1,1,12670,5,0,1,4,8,1401,61
27313799,2014-07-11 10:29:23,11,3,205,135,36086,4944.44,740933,0,0,9,2014-09-19,2014-09-24,2,0,1,1580,3,0,1,6,77,132,29
29709890,2014-11-18 02:52:43,2,3,12,789,50982,,1097880,0,0,9,2014-12-05,2014-12-06,2,0,1,8293,1,1,1,6,46,39,43
22515346,2014-12-01 08:13:37,2,3,66,322,45317,403.7619,8066,0,0,9,2014-12-12,2014-12-14,2,0,1,8261,1,0,1,2,50,646,59
10316439,2014-07-27 19:23:59,2,3,66,220,43026,808.3469,97783,1,1,9,2014-07-28,2014-07-30,2,0,1,8243,1,0,1,2,50,712,17
20743507,2014-03-07 18:02:32,2,3,66,174,39877,5482.103,3461,0,0,9,2014-03-24,2014-03-28,1,0,1,19547,6,0,1,3,106,107,89
1090991,2014-12-03 08:00:15,2,3,66,258,18560,105.9406,1143196,0,0,2,2014-12-08,2014-12-09,1,0,1,27535,1,0,1,2,50,578,43
8481084,2014-12-26 12:31:16,34,3,205,354,41949,7120.1221,844495,0,1,9,2015-04-01,2015-04-09,2,0,1,8818,1,0,4,3,99,88,81
15433271,2013-05-25 14:35:45,2,3,66,174,20019,,217675,1,0,9,2013-06-23,2013-06-26,2,0,1,12618,5,0,2,6,70,19,59
25016727,2014-07-11 06:34:44,2,3,66,258,2428,809.2603,900683,0,1,9,2014-09-25,2014-09-29,2,0,1,8267,1,0,3,2,50,675,98
26035078,2014-12-16 06:56:33,2,3,66,348,34146,8864.8862,639889,0,0,9,2015-01-13,2015-01-17,4,0,2,16835,5,0,1,3,82,821,85
10336261,2014-08-02 10:05:10,2,3,66,220,49937,126.993,159170,0,0,0,2014-10-10,2014-10-12,2,0,1,8268,1,0,1,2,50,682,96
13708098,2014-09-01 23:49:02,37,1,69,1010,15905,,99146,0,1,9,2014-12-27,2015-01-02,2,0,1,8862,1,0,1,6,204,1466,8
27672308,2014-10-15 17:48:14,2,3,66,174,16634,5185.3935,530821,0,0,9,2014-11-05,2014-11-07,2,0,1,8747,1,0,1,3,106,107,21
12264925,2013-07-16 06:43:27,11,3,205,312,10553,4474.0011,195928,0,0,1,2013-07-27,2013-07-28,2,0,1,22238,6,0,1,6,77,2,16
34382821,2013-01-22 15:40:59,2,3,66,325,32576,2410.3765,1102957,0,1,9,2013-11-04,2013-11-19,2,0,1,31366,4,0,3,4,8,126,89
11161288,2014-04-14 18:43:13,13,1,46,244,19157,,921624,0,0,9,2014-04-30,2014-05-03,2,0,1,8747,1,1,1,3,106,107,5
17837060,2014-12-30 18:08:43,37,1,69,566,49966,,428069,0,0,5,2015-01-26,2015-01-28,2,0,1,8745,1,1,1,6,204,27,17
31583730,2014-08-01 12:15:41,24,2,3,50,5703,,1169377,0,0,0,2014-08-23,2014-08-25,1,0,1,43205,6,0,1,3,106,106,90
20700492,2014-06-22 08:07:27,2,3,66,321,47535,605.5518,1088887,0,0,9,2014-06-23,2014-06-24,1,0,1,8231,1,1,1,2,50,638,47
203359,2014-08-25 18:34:38,2,3,66,348,41884,2100.4608,754371,1,1,9,2015-02-13,2015-02-16,4,0,2,375,1,0,3,4,119,2063,34
24085853,2014-12-26 22:23:49,8,4,77,401,29226,1344.0967,1135950,0,1,9,2015-04-03,2015-04-06,2,0,1,43235,1,0,1,0,63,1196,58
33623062,2013-08-24 20:31:03,26,0,215,715,136,1315.0432,998533,0,0,3,2013-10-08,2013-10-11,2,1,1,44130,8,0,1,2,50,365,94
588147,2014-09-24 13:37:09,2,3,80,38,52486,,809874,0,0,9,2014-10-08,2014-10-09,2,0,1,8245,1,0,1,6,22,245,58
36563734,2013-06-11 21:53:23,2,3,66,220,2909,7299.172,839812,1,0,3,2013-09-13,2013-09-16,2,0,1,43595,4,0,1,3,106,1078,85
3061246,2014-06-05 09:24:27,2,3,66,196,2428,2436.7467,728634,0,0,0,2014-06-17,2014-06-20,2,0,1,14139,4,0,2,2,50,1230,98
5979436,2014-12-12 13:38:04,11,3,205,343,37594,594.1596,1095230,0,0,9,2015-04-09,2015-04-14,2,0,1,7635,3,0,1,2,50,675,23
28399536,2014-09-04 07:50:17,2,3,66,337,6988,5135.6017,69802,0,1,1,2014-10-06,2014-10-08,2,0,1,63951,3,0,5,6,22,301,38
12607622,2014-12-27 20:23:04,2,3,66,346,31371,3073.94,191890,0,1,9,2015-06-07,2015-06-13,1,1,1,11439,1,0,2,4,163,1503,65
17445150,2014-10-28 09:57:07,2,3,66,462,49272,882.0119,614519,1,1,9,2014-11-03,2014-11-06,2,0,1,8250,1,0,2,2,50,628,78
27050766,2013-10-20 03:44:52,24,2,3,50,5703,,1182692,0,0,9,2013-10-23,2013-10-26,2,1,1,15267,5,0,1,2,50,636,26
8383755,2014-12-15 11:03:23,2,3,66,403,46897,434.5301,537246,0,0,9,2014-12-30,2015-01-02,2,2,1,25734,1,0,1,2,50,730,59
23909011,2014-04-16 13:31:40,2,3,66,293,10849,,493700,0,0,9,2014-09-08,2014-09-10,2,0,1,12700,5,0,1,2,50,681,31
5699199,2014-07-08 12:21:27,2,3,66,442,31674,831.245,312957,0,0,0,2014-11-24,2014-11-28,2,2,1,16770,5,0,1,4,8,111,65
19267470,2014-11-22 23:34:55,18,2,10,0,1831,,552458,0,1,7,2015-01-30,2015-01-31,2,0,1,41773,1,1,1,3,106,156,78
19511214,2014-07-06 18:39:08,24,2,3,51,27581,,20089,0,0,2,2014-09-19,2014-09-22,1,0,1,20113,6,0,1,3,5,1701,57
21719436,2013-10-15 20:42:04,2,3,66,220,10781,1130.9833,780019,0,1,9,2014-03-05,2014-03-07,2,0,1,9524,1,0,1,2,50,561,72
15776208,2014-04-07 07:02:09,2,3,66,348,876,2463.8211,1148982,0,0,0,2014-05-28,2014-05-29,5,0,2,12000,1,1,1,2,50,1015,15
30131388,2014-03-13 16:14:03,34,3,66,220,10781,145.3581,962341,1,0,9,2014-03-20,2014-03-21,2,0,1,17563,1,0,1,2,50,1235,91
9543259,2013-04-04 12:27:50,2,3,0,435,36490,,828458,0,0,9,2013-04-09,2013-04-10,1,0,1,20736,6,1,1,3,104,1612,67
19353073,2014-04-07 16:58:43,2,3,66,258,4687,1752.8406,790628,0,0,9,2014-05-04,2014-05-07,1,0,1,25470,6,0,2,2,50,365,70
22102646,2014-12-18 14:35:29,22,2,0,275,49723,,921160,0,1,5,2014-12-22,2014-12-25,2,1,1,8242,1,0,1,3,171,61,68
17662102,2014-07-16 10:26:29,2,3,66,220,1437,1258.9613,1170368,1,1,2,2014-07-29,2014-07-31,2,0,1,12859,5,0,1,4,32,1411,5
25413197,2013-09-27 11:36:41,37,1,69,642,1339,,1040383,0,0,9,2013-10-07,2013-10-10,1,0,1,8279,1,0,2,2,50,1230,98
36598786,2013-04-24 09:36:38,2,3,66,442,28620,1690.3647,968391,0,0,9,2013-06-07,2013-06-09,2,0,1,27819,6,0,3,2,50,690,83
16014545,2014-11-20 16:57:49,33,2,194,38,42328,,537576,0,0,9,2014-12-29,2015-01-01,2,0,1,8282,1,0,1,3,126,232,78
15246222,2013-06-20 01:01:00,24,2,3,51,41641,,924960,0,1,1,2013-10-23,2013-10-24,2,0,1,8715,6,0,1,6,21,32,33
10307893,2013-02-10 21:45:12,2,3,66,174,5938,2610.0698,65511,0,1,9,2013-03-13,2013-03-16,2,0,1,8859,1,0,1,2,50,212,41
30165732,2014-07-21 03:25:48,2,3,46,244,33092,,1062179,0,0,9,2014-07-27,2014-07-30,2,1,1,8741,1,0,2,6,144,13,29
12835118,2014-10-08 07:01:39,8,4,77,824,15015,9504.9829,968521,0,0,9,2015-07-02,2015-07-03,2,0,1,25123,1,0,1,6,212,37,90
21210312,2013-09-18 09:03:05,34,3,205,155,8177,259.7827,269961,0,0,9,2013-12-26,2013-12-29,2,0,1,8273,1,0,1,2,50,660,95
32227476,2013-04-20 10:54:20,34,3,205,155,26400,4431.367,463280,0,0,9,2013-08-05,2013-08-07,2,1,1,25018,1,0,3,6,11,31,93
33787586,2014-11-09 10:32:49,2,3,66,174,49325,102.9259,313984,0,0,9,2014-11-10,2014-11-11,1,0,1,12812,5,1,1,2,50,368,19
25462710,2014-07-18 04:48:37,2,3,66,260,32807,1692.1760000000002,1184680,0,1,9,2014-10-10,2014-10-14,2,0,1,8816,1,0,3,4,163,1935,77
28522260,2014-12-17 21:02:01,2,3,66,318,39030,,424439,0,1,2,2015-02-07,2015-02-14,2,0,1,8284,1,0,3,2,50,685,83
29977889,2014-04-30 14:25:22,2,3,66,462,52482,117.1877,547906,0,0,2,2014-05-25,2014-05-26,2,0,1,5950,3,0,1,2,198,399,49
19507505,2013-08-08 16:46:40,23,1,1,329,4948,1961.0781,12791,1,1,9,2013-08-16,2013-08-24,2,0,1,18998,1,0,1,6,77,6,64
10347987,2014-12-22 20:22:16,2,3,66,363,48017,,191418,0,0,0,2014-12-26,2014-12-28,1,0,5,29924,4,0,1,2,50,365,69
2533047,2014-06-09 18:05:25,10,0,182,416,32100,6249.727,501873,0,0,5,2014-10-13,2014-10-14,2,1,1,11620,1,0,1,2,50,369,72
32578573,2014-06-23 10:06:41,2,3,66,442,35390,1303.6882,231328,0,0,2,2014-07-07,2014-07-08,2,0,1,26022,6,0,1,2,198,397,72
13441877,2014-08-15 10:28:54,37,1,69,879,25671,,457929,0,0,9,2014-08-17,2014-08-18,1,0,1,3505,3,0,1,6,70,1921,78
27645585,2013-03-22 19:19:36,37,1,69,609,41775,,458154,0,1,9,2013-10-04,2013-10-11,2,0,1,20147,1,0,2,6,111,244,63
30823442,2013-11-26 09:13:08,2,3,66,226,56507,1264.5858,303725,0,1,0,2014-10-14,2014-10-21,2,0,1,11439,1,0,1,4,163,1503,65
35716829,2014-12-20 10:13:56,2,3,66,288,51847,1316.2924,1149286,0,0,7,2015-04-30,2015-05-04,2,0,1,11938,1,0,1,4,8,126,66
23602104,2013-12-07 23:14:48,2,3,66,174,27251,273.6299,487837,1,0,9,2013-12-14,2013-12-15,2,0,1,11620,1,0,1,2,50,369,21
35669280,2013-07-22 16:35:31,8,4,77,462,9913,1605.1096,1002568,0,1,1,2014-07-02,2014-07-09,2,0,1,59819,6,0,1,3,5,1701,90
10098404,2014-02-05 03:41:05,2,3,93,72,428,,432829,0,0,9,2014-02-07,2014-02-09,2,0,1,23718,6,1,1,6,22,245,77
25530521,2013-11-13 23:53:00,2,3,66,220,14656,1706.4875,214375,1,0,1,2013-11-18,2013-12-02,2,0,1,8236,1,0,2,2,50,656,13
29014732,2014-01-16 11:52:56,2,3,12,790,53139,,502451,0,0,9,2014-01-19,2014-01-22,1,0,1,23718,6,0,1,6,22,245,38
7286441,2013-04-22 18:51:03,34,3,205,354,2433,,972304,1,1,9,2013-07-04,2013-07-08,2,0,1,8250,1,1,1,2,50,628,45
18270474,2014-05-21 16:56:16,2,3,66,174,47857,146.9018,311194,0,0,0,2014-05-21,2014-05-23,1,0,1,3186,3,0,2,2,50,365,60
26872789,2013-03-12 11:57:51,36,2,115,957,17195,,686240,0,0,9,2013-03-16,2013-03-17,2,0,1,8250,1,0,1,2,50,628,88
9621630,2013-08-04 20:36:13,2,3,66,447,30740,,1110495,0,1,0,2014-04-03,2014-04-10,2,3,1,8791,1,0,1,4,8,110,96
9909682,2014-11-24 20:56:20,2,3,66,184,2037,63.2699,966382,0,0,9,2015-01-28,2015-01-30,2,0,1,12003,1,0,3,2,50,654,47
16737175,2014-03-17 15:52:12,23,1,1,380,45378,4788.2551,9705,0,0,1,2014-09-17,2014-09-21,1,0,1,28070,6,0,1,4,163,1935,77
18354741,2014-03-20 14:46:17,2,3,30,14,41361,,537008,0,0,5,2014-03-21,2014-03-24,2,0,1,12839,5,1,1,4,51,1509,34
24552112,2014-07-15 10:16:37,2,3,66,348,47997,2299.1906,471789,1,0,9,2014-08-06,2014-08-10,2,0,1,8810,1,0,1,4,8,1532,34
5466351,2014-09-05 11:05:17,18,2,119,0,27731,,930433,0,0,5,2014-12-23,2014-12-25,2,0,1,181,1,0,1,3,151,1486,67
11336393,2014-08-21 01:01:51,25,2,66,153,25334,253.622,384795,0,0,9,2014-12-24,2014-12-25,6,2,3,8250,1,0,1,2,50,628,1
9943519,2013-07-27 15:33:43,11,3,205,135,27655,1436.0645,1067798,0,0,9,2013-10-13,2013-10-16,1,0,1,12191,6,0,2,2,50,637,41
19555863,2013-06-08 13:32:41,2,3,66,220,38784,7365.2822,142787,0,0,1,2013-06-29,2013-07-02,2,2,1,8156,3,0,2,5,202,171,38
16080652,2014-10-15 11:56:46,2,3,66,174,5938,2033.5154,717157,0,1,9,2014-12-16,2014-12-23,1,0,1,11938,1,1,2,4,8,126,80
3511916,2014-11-08 10:03:04,24,2,3,50,5703,,708357,0,0,1,2014-11-26,2014-11-27,1,0,1,20327,1,0,4,3,126,262,43
22392921,2013-02-05 15:15:03,11,3,205,343,37594,1498.0079,764258,0,0,9,2013-03-09,2013-03-17,6,0,1,8268,1,0,1,2,50,682,10
27692112,2014-10-10 09:27:41,2,3,66,174,44465,34.7115,596931,0,0,9,2014-12-03,2014-12-17,1,0,1,12603,5,0,2,2,50,365,4
35018171,2014-06-17 10:39:56,2,3,66,442,21439,8106.6283,917911,0,0,9,2014-06-27,2014-07-04,1,0,1,8242,1,0,1,3,171,61,99
33584636,2014-01-30 12:54:57,11,3,205,155,41977,1035.879,855944,0,1,9,2014-05-21,2014-05-25,1,0,1,8250,1,0,1,2,50,628,18
11977169,2014-11-07 07:23:24,35,2,195,991,22648,,368755,0,0,3,2014-12-29,2015-01-01,5,0,1,8740,1,0,2,6,105,12,62
22750164,2014-08-18 23:40:42,2,3,66,174,5938,1723.1187,891627,0,0,9,2014-08-20,2014-08-23,1,0,1,12189,6,0,1,2,50,637,18
35637593,2014-05-23 04:53:02,2,3,66,220,30959,243.5491,866652,0,0,9,2014-11-06,2014-11-09,2,0,1,28514,6,0,1,2,50,1457,70
1640913,2014-09-12 11:28:22,2,3,1,315,52374,,392102,0,0,9,2014-09-14,2014-09-15,1,0,1,20006,6,0,1,6,105,771,67
21711183,2014-12-26 09:08:20,11,3,205,411,54864,306.7948,751560,1,0,2,2015-02-05,2015-02-10,1,1,1,25981,6,0,2,2,198,374,48
9873854,2014-09-06 01:29:52,24,2,3,50,25282,,823632,0,0,1,2014-09-19,2014-09-20,1,0,1,8818,1,0,1,3,99,88,58
16033677,2014-10-10 08:54:03,34,3,205,354,41949,104.5478,598543,0,0,9,2014-11-14,2014-11-16,2,0,1,27082,6,0,3,2,50,641,18
19541487,2014-08-10 11:32:37,2,3,66,220,2086,197.3289,96855,1,1,4,2014-08-29,2014-09-01,2,0,1,8268,1,0,1,2,50,682,0
15143677,2014-05-20 19:42:41,2,3,66,220,9229,1132.5814,653487,0,1,9,2014-12-29,2015-01-04,2,2,1,22391,1,0,1,4,146,1547,80
26322774,2014-08-19 21:25:12,33,2,194,38,42328,,260581,1,1,2,2015-07-08,2015-07-14,2,0,1,8220,1,0,2,3,182,46,61
30758641,2014-11-11 12:14:29,2,3,66,220,35388,1217.2329,162081,0,0,9,2014-11-24,2014-11-28,2,0,1,8223,1,0,1,2,50,690,56
34378643,2013-05-11 16:01:21,2,3,104,38,10837,,1093803,1,1,9,2014-03-19,2014-03-23,2,0,1,669,3,0,1,2,50,212,0
19044527,2014-09-01 11:26:17,24,2,215,646,51733,543.7246,1182241,1,0,3,2014-09-13,2014-09-15,2,0,1,12701,5,0,1,4,8,120,30
35440810,2014-08-31 21:01:14,2,3,66,348,23766,7804.7951,124811,0,0,9,2014-12-29,2014-12-31,3,1,1,20525,1,0,1,3,104,76,46
18441232,2014-01-27 13:36:24,2,3,103,45,38784,,773579,0,0,9,2014-01-28,2014-01-31,2,1,1,20460,1,0,1,4,13,1531,93
21505051,2014-10-08 20:25:48,2,3,66,442,46296,188.1385,29582,1,0,1,2014-10-11,2014-10-12,1,2,1,41010,4,0,1,2,50,409,91
7030405,2014-04-29 22:03:44,8,4,77,947,50710,372.0263,248104,0,0,9,2014-06-16,2014-06-17,2,0,1,21816,6,0,1,0,63,1108,98
19700985,2014-09-06 12:45:44,2,3,66,348,48744,33.906,555447,0,0,2,2014-12-31,2015-01-01,2,0,1,12874,5,0,1,2,50,591,15
2627635,2014-11-04 23:03:55,2,3,66,174,41886,2610.2846,767142,0,0,4,2014-12-23,2014-12-26,2,0,1,8859,1,0,1,2,50,212,48
8350486,2014-07-23 23:07:47,2,3,66,174,27251,526.9579,428580,0,0,9,2014-07-25,2014-07-26,2,0,1,8273,1,0,1,2,50,660,39
18901217,2014-04-22 19:02:32,2,3,66,318,32032,1152.1082,778835,0,0,1,2014-05-13,2014-05-16,1,0,1,12261,6,0,1,2,50,412,25
29862781,2014-10-12 22:21:47,34,3,205,135,36086,8085.6968,252501,1,0,5,2014-11-25,2014-11-28,2,0,1,8812,1,0,1,0,34,85,82
18928640,2014-08-11 12:50:04,11,3,205,354,53713,1174.7298,863033,0,0,9,2014-12-08,2014-12-12,2,0,1,11621,1,0,1,2,50,703,77
31744376,2014-09-20 16:36:06,2,3,66,442,25538,982.0359,341246,0,0,9,2014-09-26,2014-09-28,2,0,1,12654,5,0,1,2,50,682,50
18183546,2014-12-10 20:31:21,18,2,119,0,27731,,92602,0,1,9,2015-01-05,2015-01-08,2,0,1,8220,1,0,2,3,182,46,85
11594418,2013-12-21 19:09:48,2,3,66,348,21428,1001.852,166381,1,0,9,2014-06-05,2014-06-08,2,0,1,11335,1,0,1,4,136,196,26
12601857,2014-09-17 19:29:35,11,3,205,135,27607,8.9699,177724,0,0,0,2014-12-04,2014-12-05,2,0,1,25977,6,0,1,2,198,374,4
3762157,2014-10-28 07:35:41,2,3,60,74,30839,,143692,0,0,2,2014-11-07,2014-11-10,2,0,1,53943,3,0,1,6,144,24,6
23125720,2013-01-10 09:38:48,2,3,66,363,48733,,1092306,0,1,9,2013-02-17,2013-02-22,1,0,1,8250,1,0,2,2,50,628,45
17394757,2014-04-08 11:33:01,2,3,66,189,5113,272.8641,488761,0,0,9,2014-04-27,2014-04-28,1,0,1,26235,6,1,1,2,198,384,72
17881008,2014-06-21 20:58:49,2,3,66,311,38374,269.9966,516368,1,0,9,2014-07-11,2014-07-13,4,0,2,11569,1,0,3,2,50,623,79
3184103,2014-09-09 10:56:43,37,1,69,1002,36210,,1057863,0,0,1,2014-11-01,2014-11-03,2,0,1,8213,1,0,1,6,68,275,68
10774492,2014-08-19 16:21:49,2,3,66,143,25309,159.7026,637093,0,0,0,2014-08-23,2014-08-24,2,0,1,11321,1,0,1,2,50,642,23
5256792,2014-01-01 18:01:48,2,3,66,256,47407,3275.5652,366808,0,1,1,2014-06-24,2014-07-03,2,3,2,11439,1,0,1,4,163,1503,52
22958456,2013-11-09 23:24:18,24,2,3,65,29745,,461071,0,1,9,2013-12-28,2014-01-02,3,0,1,11815,1,0,2,3,5,1701,57
24586823,2013-12-27 13:46:38,37,1,69,1005,30558,,612161,0,1,5,2014-10-30,2014-11-07,2,0,1,5497,1,0,1,3,182,79,64
22139079,2013-09-07 07:25:12,2,3,66,332,13043,3797.1781,1049266,0,1,1,2014-04-26,2014-05-05,2,0,1,669,3,0,1,2,50,212,84
14011378,2014-08-18 17:36:53,2,3,66,337,49510,3837.8859,1023766,0,0,9,2014-09-05,2014-09-06,3,0,2,8788,1,0,1,6,77,2,10
5175996,2014-06-16 17:57:46,2,3,66,220,2086,216.8805,177939,1,0,9,2014-07-03,2014-07-06,2,2,1,8268,1,0,1,2,50,682,39
28226026,2014-09-23 07:59:30,2,3,66,184,11740,697.6141,841044,0,1,2,2014-10-24,2014-10-26,3,0,1,8261,1,0,1,2,50,646,28
33415865,2014-07-05 07:23:45,26,0,215,872,23836,,315805,1,0,2,2014-07-11,2014-07-13,2,0,1,17228,5,0,1,4,8,131,82
24579502,2014-08-05 16:04:36,2,3,66,174,14752,327.3806,592897,0,0,9,2014-08-22,2014-08-24,2,0,1,7158,3,1,1,2,50,358,91
32656133,2013-04-01 00:15:08,24,2,229,249,56090,,448203,0,0,0,,,2,0,1,1503,3,0,1,3,168,1242,64
2006819,2014-09-13 15:27:17,2,3,133,20,20193,,241983,0,0,9,2014-09-15,2014-09-23,2,1,1,11623,1,0,1,6,204,1449,82
